'Update Stock' can not be checked because items are not delivered via {0},"""Cập nhật hàng hóa"" không thể được kiểm tra  vì  vật tư không được vận chuyển với {0}",
'Update Stock' cannot be checked for fixed asset sale,'Cập Nhật kho hàng' không thể được kiểm tra  việc buôn bán tài sản cố định,
'{0}' account is already used by {1}. Use another account.,"Supplier Quotation,Báo giá nhà cung cấp",
'{0}' should be in company currency {1}.,"Warehouse,Kho hàng",
(A) Qty After Transaction,"Batch,Lô hàng",
(B) Expected Qty After Transaction,"Serial No,Số sê-ri",
(C) Total Qty in Queue,"Stock Entry,Điều chuyển kho",
(C) Total qty in queue,"Stock Balance,Tồn kho cuối kỳ",
(D) Balance Stock Value,"Assets,Tài sản",
(E) Balance Stock Value in Queue,"Asset,Tài sản cố định",
(F) Change in Stock Value,"Asset Movement,Điều chuyển tài sản",
(Forecast),(Dự báo),
(G) Sum of Change in Stock Value,"Depreciation,Khấu hao",
(H) Change in Stock Value (FIFO Queue),"HR,Nhân sự",
(H) Valuation Rate,"Employee,Nhân viên",
(Hour Rate / 60) * Actual Operation Time,(Tỷ lệ giờ / 60) * Thời gian hoạt động thực tế,
(I) Valuation Rate,"Department,Phòng ban",
(J) Valuation Rate as per FIFO,"Designation,Chức danh",
(K) Valuation = Value (D) ÷ Qty (A),"Leave Application,Đơn xin nghỉ",
(including),(kể cả),
* Will be calculated in the transaction.,* Sẽ được tính toán trong giao dịch.,
0-30,"Attendance,Chấm công",
0-30 Days,"Timesheet,Bảng chấm công",
1 Loyalty Points = How much base currency?,1 Điểm Thân Thiết = Bao nhiêu tiền gốc?,
1 hr,1 giờ,
1{0},"Lead,Khách hàng tiềm năng",
2 Yearly,2 Hàng năm,
3 Yearly,"Web Page,Trang nội dung",
30 mins,30 phút,
30-60,"Maintenance,Bảo trì",
30-60 Days,"Maintenance Visit,Lịch bảo trì",
6 hrs,6 giờ,
60-90,"Quality Inspection,Kiểm tra chất lượng",
60-90 Days,"Quality Goal,Mục tiêu chất lượng",
90 Above,"Manufacturing,Sản xuất",
<b>From Time</b> cannot be later than <b>To Time</b> for {0},<b>Từ thời gian</b> không thể muộn hơn <b>Thời gian</b> cho {0},
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","Healthcare,Y tế",
"<div class=""columnHeading"">Other Details</div>","Agriculture,Nông nghiệp",
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","Non Profit,Phi lợi nhuận",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","Posting Date,Ngày hạch toán",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","Transaction Date,Ngày giao dịch",
"<h5 class=""text-muted uppercase"">Or</h5>","Net Total,Tổng cộng",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","Taxes,Thuế",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","Taxable Value,Giá trị chịu thuế",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","Total Taxes and Charges,Tổng thuế và phí",
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>","Amount,Thành tiền",
<strong>Grand Total:</strong> {0},"Completed,Hoàn thành",
<strong>Outstanding Amount:</strong> {0},"Approved,Đã duyệt",
A Customer Group exists with same name please change the Customer name or rename the Customer Group,Một Nhóm khách hàng cùng tên đã tồn tại. Hãy thay đổi tên khách hàng hoặc đổi tên nhóm khách hàng,
A Lead requires either a person's name or an organization's name,Một khách hàng tiềm năng yêu cầu tên của một người hoặc tên của một tổ chức,
"A Product or a Service that is bought, sold or kept in stock.","Một sản phẩm hay một dịch vụ được mua, bán hoặc lưu giữ trong kho.",
A condition for a Shipping Rule,1 điều kiện cho quy tắc giao hàng,
A logical Warehouse against which stock entries are made.,Một Kho thích hợp gắn với các phiếu nhập kho đã được tạo,
A new appointment has been created for you with {0},Một cuộc hẹn mới đã được tạo cho bạn với {0},
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Một nhà phân phối của bên thứ ba / đại lý / hoa hồng đại lý / chi nhánh / đại lý bán lẻ chuyên bán các sản phẩm công ty cho hưởng hoa hồng.,
A+,A +,
A-,A-,
A4,A4,
AB+,AB +,
AB-,AB-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
AMC Expiry Date,Ngày hết hạn hợp đồng bảo hành (AMC),
API,API,
API Endpoint,Điểm cuối API,
API Key,API Key,
Abbr,Viết tắt,
Abbreviation,Rút gọn,
Abbreviation already used for another company,Bản rút gọn đã được sử dụng cho một công ty khác,
Abbreviation is mandatory,Tên viết tắt là bắt buộc,
About {0} minute remaining,Khoảng {0} phút còn lại,
About {0} minutes remaining,Khoảng {0} phút còn lại,
About {0} seconds remaining,Khoảng {0} giây còn lại,
Academics User,Người dùng học thuật,
Accepted,Chấp nhận,
Accepted Qty,Số lượng được chấp nhận,
Accepted Quantity,Số lượng chấp nhận,
Accepted Warehouse,Xác nhận kho hàng,
Account,Tài khoản,
Account Balance,Số dư Tài khoản,
Account Currency,Tiền tệ Tài khoản,
Account Details,Chi tiết tài khoản,
Account Head,Tài khoản chính,
Account Manager,Quản lý tài khoản,
Account Missing,Tài khoản bị thiếu,
Account Name,Tên Tài khoản,
Account Not Found,Tài khoản không được tìm thấy,
Account Number,Số tài khoản,
Account Number {0} already used in account {1},Số tài khoản {0} đã được sử dụng trong tài khoản {1},
Account Paid From,Tài khoản Trích nợ,
Account Paid To,Tài khoản Thụ hưởng,
Account Pay Only,Tài khoản Chỉ Thanh toán,
Account Subtype,Tiểu loại tài khoản,
Account Type,Loại Tài khoản,
Account Value,Giá trị tài khoản,
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Tài khoản đang dư Có, bạn không được phép thiết lập 'Số dư TK phải ' là 'Nợ'",
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Tài khoản đang dư Nợ, bạn không được phép thiết lập 'Số Dư TK phải' là 'Có'",
Account for Change Amount,Tài khoản giao dịch số Tiền,
Account is mandatory to get payment entries,Tài khoản là bắt buộc để có được các mục thanh toán,
Account is not set for the dashboard chart {0},Tài khoản không được đặt cho biểu đồ bảng điều khiển {0},
Account with child nodes cannot be converted to ledger,Tài khoản có các nút TK con không thể chuyển đổi sang sổ cái được,
Account with child nodes cannot be set as ledger,Không thể thiết lập là sổ cái vì Tài khoản có các node TK con,
Account with existing transaction can not be converted to group.,Không thể chuyển đổi sang loại nhóm vì Tài khoản vẫn còn giao dịch,
Account with existing transaction can not be deleted,Không thể xóa TK vì vẫn còn giao dịch,
Account with existing transaction cannot be converted to ledger,Tài khoản vẫn còn giao dịch nên không thể chuyển đổi sang sổ cái,
Account {0} does not belong to company: {1},Tài khoản {0} không thuộc về công ty: {1},
Account {0} does not belongs to company {1},Tài khoản {0} không thuộc về công ty {1},
Account {0} does not exist,Tài khoản {0} không tồn tại,
Account {0} does not exists,Tài khoản {0} không tồn tại,
Account {0} does not exists in the dashboard chart {1},Tài khoản {0} không tồn tại trong biểu đồ bảng điều khiển {1},
Account {0} does not match with Company {1} in Mode of Account: {2},Tài khoảng {0} không phù hợp với Công ty {1} tại phương thức tài khoản: {2},
Account {0} exists in parent company {1}.,Tài khoản {0} tồn tại trong công ty mẹ {1}.,
Account {0} has been entered multiple times,Tài khoản {0} đã được nhập nhiều lần,
Account {0} is added in the child company {1},Tài khoản {0} được thêm vào công ty con {1},
Account {0} is frozen,Tài khoản {0} bị đóng băng,
Account {0} is invalid. Account Currency must be {1},Tài khoản của {0} là không hợp lệ. Tài khoản ngắn hạn phải là {1},
Account {0}: Parent account {1} can not be a ledger,Tài khoản {0}: tài khoản mẹ {1} không thể là một sổ cái,
Account {0}: Parent account {1} does not belong to company: {2},Tài khoản {0}: Tài khoản mẹ {1} không thuộc về công ty: {2},
Account {0}: Parent account {1} does not exist,Tài khoản {0}: Tài khoản mẹ {1} không tồn tại,
Account {0}: You can not assign itself as parent account,Tài khoản {0}: Bạn không thể chỉ định chính nó làm tài khoản mẹ,
Account: <b>{0}</b> is capital Work in progress and can not be updated by Journal Entry,Tài khoản: <b>{0}</b> là vốn Công việc đang được tiến hành và không thể cập nhật bằng Nhật ký,
Account: {0} can only be updated via Stock Transactions,Tài khoản: {0} chỉ có thể được cập nhật thông qua bút toán kho,
Account: {0} is not permitted under Payment Entry,Tài khoản: {0} không được phép trong Mục thanh toán,
Account: {0} with currency: {1} can not be selected,Không thể chọn được Tài khoản: {0} với loại tiền tệ: {1},
Accounting,Kế toán,
Accounting Details,Chi tiết hạch toán,
Accounting Dimension,Phương diện kế toán,
Accounting Dimension <b>{0}</b> is required for 'Balance Sheet' account {1}.,Phương diện kế toán <b>{0}</b> là bắt buộc đối với tài khoản &#39;Bảng cân đối&#39; {1}.,
Accounting Dimension <b>{0}</b> is required for 'Profit and Loss' account {1}.,Phương diện kế toán <b>{0}</b> là bắt buộc đối với tài khoản &#39;Lãi và lỗ&#39; {1}.,
Accounting Dimension Detail,Chi tiết Phương diện kế toán,
Accounting Dimensions,Phương diện kế toán,
Accounting Dimensions ,Phương diện kế toán,
Accounting Entries,Các bút toán hạch toán,
Accounting Entry for Asset,Nhập kế toán cho tài sản,
Accounting Entry for Service,Kế toán đầu vào cho dịch vụ,
Accounting Entry for Stock,Hạch toán kế toán cho hàng tồn kho,
Accounting Entry for {0}: {1} can only be made in currency: {2},Hạch toán kế toán cho {0}: {1} chỉ có thể được thực hiện bằng loại tiền tệ: {2},
Accounting Ledger,Sổ cái hạch toán,
Accounting Period,Kỳ kế toán,
Accounting Period overlaps with {0},Kỳ kế toán trùng lặp với {0},
Accounting entries are frozen up to this date. Nobody can create or modify entries except users with the role specified below,Các mục kế toán được đóng băng cho đến ngày này. Không ai có thể tạo hoặc sửa đổi các mục nhập ngoại trừ những người dùng có vai trò được chỉ định bên dưới,
Accounts,Tài khoản kế toán,
Accounts Frozen Till Date,Ngày tài khoản bị đóng băng,
Accounts Manager,Quản lý tài khoản,
Accounts Payable,Tài khoản phải trả,
Accounts Payable Summary,Sơ lược các tài khoản phải trả,
Accounts Receivable,Tài khoản Phải thu,
Accounts Receivable Credit Account,Tài khoản tín dụng phải thu,
Accounts Receivable Discounted Account,Tài khoản giảm giá phải thu,
Accounts Receivable Summary,Sơ lược các tài khoản phải thu,
Accounts Receivable Unpaid Account,Tài khoản phải thu Tài khoản chưa thanh toán,
Accounts Settings,Thiết lập các Tài khoản,
Accounts User,Người dùng kế toán,
Accounts table cannot be blank.,Bảng tài khoản không được bỏ trống,
Accumulated Depreciation,Khấu hao lũy kế,
Accumulated Depreciation Account,Tài khoản khấu hao lũy kế,
Accumulated Depreciation Amount,Lượng khấu hao lũy kế,
Accumulated Depreciation as on,Khấu hao lũy kế như trên,
Accumulated Monthly,Tích lũy hàng tháng,
Accumulated Values,Giá trị lũy kế,
Accumulated Values in Group Company,Giá trị tích luỹ trong Công ty của Tập đoàn,
Achieved ({}),Đạt được ({}),
Acquisition Date,ngày thu mua,
Action,thao tác,
Action If Quality Inspection Is Not Submitted,Hành động nếu không gửi kiểm tra chất lượng,
Action Initialised,Hành động khởi tạo,
Action if Accumulated Monthly Budget Exceeded on Actual,Hành động nếu Ngân sách hàng tháng tích luỹ vượt quá thực tế,
Action if Accumulated Monthly Budget Exceeded on MR,Hành động nếu Ngân sách hàng tháng tích luỹ vượt quá MR,
Action if Accumulated Monthly Budget Exceeded on PO,Hành động nếu Ngân sách hàng tháng tích luỹ vượt quá PO,
Action if Annual Budget Exceeded on Actual,Hành động nếu Ngân sách hàng năm vượt quá thực tế,
Action if Annual Budget Exceeded on MR,Hành động nếu ngân sách hàng năm vượt quá MR,
Action if Annual Budget Exceeded on PO,Hành động nếu ngân sách hàng năm vượt quá PO,
Actions,Các thao tác,
Actions performed,Tác vụ đã thực hiện,
Active,có hiệu lực,
Active Leads,Khách hàng tiềm năng,
Activities,Hoạt động,
Activity,Hoạt động,
Activity Cost,Chi phí hoạt động,
Activity Cost exists for Employee {0} against Activity Type - {1},Chi phí hoạt động tồn tại cho Nhân viên {0} đối với Kiểu công việc - {1},
Activity Cost per Employee,Chi phí hoạt động cho một nhân viên,
Activity Type,Loại hoạt động,
Actual,Thực tế,
Actual Batch Quantity,Số lượng hàng loạt thực tế,
Actual Cost,Giá thật,
Actual Date,Ngày thực tế,
Actual Delivery Date,Ngày giao hàng thực tế,
Actual End Date,Ngày kết thúc thực tế,
Actual End Date (via Timesheet),Ngày kết thúc thực tế (thông qua thời gian biểu),
Actual End Time,Thời gian kết thúc thực tế,
Actual Operating Cost,Chi phí hoạt động thực tế,
Actual Operation Time,Thời gian hoạt động thực tế,
Actual Qty,Số lượng thực tế,
Actual Qty (at source/target),Số lượng thực tế (at source/target),
Actual Qty is mandatory,Số lượng thực tế là bắt buộc,
Actual Qty {0} / Waiting Qty {1},Số thực tế {0} / Số lượng chờ {1},
Actual Qty: Quantity available in the warehouse.,Số lượng thực tế: Số lượng có sẵn trong kho.,
Actual Quantity,Số lượng thực tế,
Actual Start Date,Ngày bắt đầu thực tế,
Actual Start Date (via Timesheet),Ngày bắt đầu thực tế (thông qua thời gian biểu),
Actual Start Time,Thời điểm bắt đầu thực tế,
Actual Time and Cost,Thời gian và chi phí thực tế,
Actual Time in Hours (via Timesheet),Thời gian thực tế (tính bằng giờ),
Actual qty in stock,Số lượng thực tế trong kho,
Actual type tax cannot be included in Item rate in row {0},Thuế loại hình thực tế không thể được liệt kê trong định mức vật tư ở hàng {0},
Add,Thêm,
Add / Edit Prices,Thêm / Sửa giá,
Add Child,Thêm mẫu con,
Add Comment,Thêm bình luận,
Add Customers,Thêm khách hàng,
Add Employees,Thêm nhân viên,
Add Item,Thêm mục,
Add Items,Thêm mục,
Add Leads,Thêm khách hàng tiềm năng,
Add Multiple,Thêm Phức Hợp,
Add Multiple Tasks,Thêm Nhiều Tác vụ,
Add Order Discount,Thêm đơn hàng giảm giá,
Add Participants,Thêm người tham gia,
Add Quote,Thêm Quote,
Add Sales Partners,Thêm đối tác bán hàng,
Add Suppliers,Thêm nhà cung cấp,
Add Timesheets,Thêm timesheets,
Add Weekly Holidays,Thêm ngày lễ hàng tuần,
Add items in the Item Locations table,Thêm các mục trong bảng Vị trí mặt hàng,
Add or Deduct,Thêm hoặc Khấu trừ,
Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,Thêm phần còn lại của tổ chức của bạn như người dùng của bạn. Bạn cũng có thể thêm mời khách hàng đến cổng thông tin của bạn bằng cách thêm chúng từ Danh bạ,
Add to Holidays,Thêm vào ngày lễ,
Add to Transit,Thêm vào Phương tiện,
Add/Edit Coupon Conditions,Thêm / Chỉnh sửa điều kiện phiếu giảm giá,
Added,Thêm,
Added {0} ({1}),Thêm {0} ({1}),
Additional Cost,Chi phí bổ sung,
Additional Costs,Chi phí bổ sung,
Additional Details,Chi tiết bổ sung,
Additional Discount,Chiết khấu giảm giá,
Additional Discount Amount,Số tiền chiết khấu bổ sung,
Additional Discount Amount (Company Currency),Thêm GIẢM Số tiền (Công ty tiền tệ),
Additional Discount Percentage,Phần trăm chiết khấu bổ sung,
Additional Information,thông tin thêm,
Additional Notes,Ghi chú bổ sung,
Additional Operating Cost,Chi phí điều hành khác,
Additional information regarding the customer.,Bổ sung thông tin liên quan đến khách hàng.,
Address,"Settings,Cài đặt",
Address & Contact,Địa chỉ & Liên hệ,
Address & Contacts,Địa chỉ & Liên hệ,
Address Desc,Giải quyết quyết định,
Address HTML,Địa chỉ HTML,
Address Line 1,Địa chỉ Line 1,
Address Line 2,Địa chỉ Dòng 2,
Address Name,Tên địa chỉ,
Address and Contact,Địa chỉ và Liên hệ,
Address and Contacts,Địa chỉ và Danh bạ,
Address needs to be linked to a Company. Please add a row for Company in the Links table.,Địa chỉ cần được liên kết với một Công ty. Vui lòng thêm một hàng cho Công ty trong bảng Liên kết.,
Address used to determine Tax Category in transactions,Địa chỉ dùng để xác định Hạng mục thuế trong giao dịch,
Administrative Expenses,Chi phí hành chính,
Administrator,Quản trị viên,
Advance Account,Tài khoản trước,
Advance Amount,Số tiền ứng trước,
Advance Paid,Đã trả trước,
Advance Payments,Thanh toán trước,
Advance amount,Số tiền ứng trước,
Advance amount cannot be greater than {0} {1},số tiền tạm ứng không có thể lớn hơn {0} {1},
Advanced Settings,Cài đặt nâng cao,
Advances,Tạm ứng,
Against,Chống lại,
Against Account,Đối với tài khoản,
Against Blanket Order,Chống lại trật tự chăn,
Against Default Supplier,Chống lại nhà cung cấp mặc định,
Against Delivery Note Item,Đối với mặt hàng Phiếu giao hàng,
Against Docname,Chống lại Docname,
Against Doctype,Chống lại DOCTYPE,
Against Document Detail No,Đối với tài liệu chi tiết Không,
Against Document No,Đối với văn bản số,
Against Expense Account,Đối với tài khoản chi phí,
Against Income Account,Đối với tài khoản thu nhập,
Against Journal Entry {0} does not have any unmatched {1} entry,Chống Journal nhập {0} không có bất kỳ chưa từng có {1} nhập,
Against Journal Entry {0} is already adjusted against some other voucher,Chống Journal nhập {0} đã được điều chỉnh đối với một số chứng từ khác,
Against Sales Invoice,Theo hóa đơn bán hàng,
Against Sales Invoice Item,Theo hàng hóa có hóa đơn,
Against Sales Order,Theo đơn đặt hàng,
Against Sales Order Item,Theo hàng hóa được đặt mua,
Against Stock Entry,Chống nhập cảnh,
Against Voucher,Chống lại Voucher,
Against Voucher Type,Loại chống lại Voucher,
Age,Tuổi,
Age (Days),Tuổi (ngày),
Ageing Based On,Người cao tuổi Dựa trên,
Agenda,Chương trình nghị sự,
Agent Details,Chi tiết đại lý,
Agents,Đại lý,
Agriculture Manager,Quản lý Nông nghiệp,
Agriculture User,Người dùng nông nghiệp,
All,Tất cả,
All Accounts,Tất cả các tài khoản,
All BOMs,Tất cả BOMs,
All Contact,Tất cả Liên hệ,
All Customer Contact,Tất cả Liên hệ Khách hàng,
All Customer Groups,Tất cả các nhóm khách hàng,
All Day,Tất cả các ngày,
All Departments,Tất Cả Bộ Phận,
All Employee (Active),Tất cả các nhân viên (Active),
All Item Groups,Tất cả các nhóm hàng,
All Lead (Open),Tất cả đầu mối kinh doanh (Mở),
All Sales Partner Contact,Tất cả Liên hệ Đối tác Bán hàng,
All Sales Person,Tất cả nhân viên kd,
All Supplier Contact,Tất cả Liên hệ Nhà cung cấp,
All Supplier Groups,Tất cả các nhóm nhà cung cấp,
All Territories,Tất cả các vùng lãnh thổ,
All Warehouses,Tất cả các kho hàng,
All communications including and above this shall be moved into the new Issue,Tất cả các thông tin liên lạc bao gồm và trên đây sẽ được chuyển sang vấn đề mới,
All items have already been Invoiced/Returned,Tất cả các mặt hàng đã được lập hóa đơn / trả lại,
All items have already been transferred for this Work Order.,Tất cả các mục đã được chuyển giao cho Lệnh hoạt động này.,
All these items have already been Invoiced/Returned,Tất cả các mặt hàng này đã được Lập hóa đơn / Trả lại,
Allocate,Phân bổ,
Allocate Advances Automatically (FIFO),Phân bổ tiến bộ tự động (FIFO),
Allocate Payment Amount,Phân bổ số tiền thanh toán,
Allocate Payment Based On Payment Terms,Phân bổ thanh toán dựa trên các điều khoản thanh toán,
Allocated,Phân bổ,
Allocated Amount,Số lượng phân bổ,
Allocated amount,Số lượng phân bổ,
Allocated amount cannot be greater than unadjusted amount,Số tiền được phân bổ không thể lớn hơn số tiền chưa được điều chỉnh,
Allocated amount cannot be negative,Số tiền được phân bổ không thể âm,
Allocation,Phân bổ,
Allotted Qty,Số lượng được phân bổ,
Allow,Cho phép,
Allow Account Creation Against Child Company,Cho phép tạo tài khoản chống lại công ty con,
Allow Alternative Item,Cho phép Khoản Thay thế,
Allow In Returns,Cho phép Trả hàng,
Allow Item To Be Added Multiple Times in a Transaction,Cho phép mục được thêm nhiều lần trong một giao dịch,
Allow Item to Be Added Multiple Times in a Transaction,Cho phép mục được thêm nhiều lần trong một giao dịch,
Allow Material Transfer from Delivery Note to Sales Invoice,Cho phép chuyển Vật tư từ Phiếu xuất kho sang Hóa đơn bán hàng,
Allow Material Transfer from Purchase Receipt to Purchase Invoice,Cho phép chuyển Vật tư từ Biên lai mua hàng sang Hóa đơn mua hàng,
Allow Multiple Material Consumption,Cho phép tiêu thụ vật liệu nhiều lần,
Allow Multiple Sales Orders Against a Customer's Purchase Order,Cho phép nhiều đơn đặt hàng so với đơn đặt hàng của khách hàng,
Allow Negative Stock,Cho phép tồn kho âm,
Allow Overtime,Cho phép làm việc ngoài giờ,
Allow Production on Holidays,Cho phép sản xuất vào ngày lễ,
Allow Purchase Invoice Creation Without Purchase Order,Cho phép tạo hóa đơn mua hàng mà không cần đơn đặt hàng,
Allow Purchase Invoice Creation Without Purchase Receipt,Cho phép tạo hóa đơn mua hàng mà không cần biên nhận mua hàng,
Allow Rename Attribute Value,Cho phép Đổi tên Giá trị Thuộc tính,
Allow Resetting Service Level Agreement,Cho phép đặt lại thỏa thuận cấp độ dịch vụ,
Allow Resetting Service Level Agreement from Support Settings.,Cho phép đặt lại Thỏa thuận cấp độ dịch vụ từ Cài đặt hỗ trợ.,
Allow Sales Invoice Creation Without Delivery Note,Cho phép tạo hóa đơn bán hàng mà không cần phiếu giao hàng,
Allow Sales Invoice Creation Without Sales Order,Cho phép tạo hóa đơn bán hàng mà không cần đơn bán hàng,
Allow Stale Exchange Rates,Cho phép tỷ giá hối đoái cũ,
Allow User to Edit Price List Rate in Transactions,Cho phép Người dùng Chỉnh sửa Tỷ lệ Bảng giá trong Giao dịch,
Allow Zero Valuation Rate,Cho phép Tỷ lệ Đánh giá Không,
Allowed,Cho phép,
Allowed To Transact With,Được phép giao dịch với,
Already record exists for the item {0},Bản ghi đã tồn tại cho mục {0},
"Already set default in pos profile {0} for user {1}, kindly disabled default","Đã đặt mặc định trong tiểu sử vị trí {0} cho người dùng {1}, hãy vô hiệu hóa mặc định",
Alternate Item,Mục thay thế,
Alternative Item Code,Mã mục thay thế,
Alternative Item Name,Tên hạng mục thay thế,
Alternative item must not be same as item code,Mục thay thế không được giống với mã mục,
Amended From,Sửa đổi Từ,
Amount,"Reports,Báo cáo",
Amount (Company Currency),Số tiền (Công ty tiền tệ),
Amount Delivered,Số tiền đã giao,
Amount Difference,Số tiền khác biệt,
Amount In Figure,Số tiền Trong hình,
Amount to Bill,Số tiền Bill,
Amount {0} {1} against {2} {3},Số tiền {0} {1} với {2} {3},
Amount {0} {1} deducted against {2},Số tiền {0} {1} giảm trừ {2},
Amount {0} {1} transferred from {2} to {3},Số tiền {0} {1} chuyển từ {2} để {3},
Amount {0} {1} {2} {3},Số tiền {0} {1} {2} {3},
Amt,Amt,
An error occurred during the update process,Đã xảy ra lỗi trong quá trình cập nhật,
Annual,Hàng năm,
Annual Billing: {0},Thanh toán hàng năm: {0},
Annual Expenses,Chi phí hàng năm,
Annual Income,Thu nhập hàng năm,
