Employee Tax Exemption Declaration,Tuyên bố miễn thuế nhân viên,
Employee Tax Exemption Declaration Category,Danh mục khai thuế miễn thuế cho nhân viên,
Employee Tax Exemption Proof Submission,Gửi bằng chứng miễn thuế cho nhân viên,
Employee Tax Exemption Proof Submission Detail,Chi tiết thông tin nộp thuế miễn thuế của nhân viên,
Employee Tax Exemption Sub Category,Danh mục phụ miễn thuế cho nhân viên,
Employee Training,Huấn luyện nhân viên,
Employee Transfer,Chuyển giao nhân viên,
Employee Transfer Detail,Chi tiết Chuyển khoản Nhân viên,
Employee Transfer Details,Chi tiết chuyển tiền của nhân viên,
Employee {0} has no maximum benefit amount,Nhân viên {0} không có số tiền trợ cấp tối đa,
Employee {0} is not active or does not exist,Nhân viên {0} không hoạt động hoặc không tồn tại,
Employee {0} is on Leave on {1},Nhân viên {0} vào Ngày khởi hành {1},
Employee {0} on Half day on {1},Employee {0} vào ngày nửa trên {1},
Employees,Nhân viên,
Employees HTML,Nhân viên HTML,
Employees working on a holiday,Nhân viên làm việc trên một kỳ nghỉ,
Employment Type,Loại việc làm,
Enable Auto Attendance,Kích hoạt tự động tham dự,
Enabled,Đã bật,
Encashment,Encashment,
Encashment Amount,Số tiền Encashment,
Encashment Date,Encashment Date,
Encrypt Salary Slips in Emails,Mã hóa phiếu lương trong email,
End Date,Ngày kết thúc,
End Time,End Time,
End time cannot be before start time,Thời gian kết thúc không thể trước thời gian bắt đầu,
Error,Lỗi,
Error Log,Lỗi hệ thống,
Error Message,Thông báo lỗi,
Error in some rows,Lỗi ở một số hàng,
Estimated Cost Per Position,Chi phí ước tính cho mỗi vị trí,
Evaluation,Đánh giá,
Evaluation Date,Ngày đánh giá,
Event Details,chi tiết sự kiện,
Event Link,Liên kết sự kiện,
Event Location,Vị trí sự kiện,
Event Name,Tên tổ chức sự kiện,
Event Status,Tình trạng tổ chức sự kiện,
Every Valid Check-in and Check-out,Mỗi lần nhận và trả phòng hợp lệ,
Exam,Thi,
Exchange Rate,Tỷ giá,
Exempted from Income Tax,Miễn thuế thu nhập,
Exemption Category,Danh mục miễn,
Exemption Sub Category,Danh mục phụ miễn,
Exit,Thoát,
Exit Interview Summary,Thoát Tóm tắt phỏng vấn,
Expand All,Mở rộng tất cả,
Expense,chi tiêu,
Expense Account,Tài khoản chi phí,
Expense Approver,Người phê duyệt chi phí,
Expense Approver Mandatory In Expense Claim,Chi phí phê duyệt bắt buộc trong yêu cầu chi tiêu,
Expense Claim,Chi phí khiếu nại,
Expense Claim Account,Tài khoản chi phí khiếu nại,
Expense Claim Advance,Yêu cầu bồi thường chi phí,
Expense Claim Detail,Chi tiết Chi phí khiếu nại,
Expense Claim Type,Loại chi phí yêu cầu bồi thường,
Expense Claim for Vehicle Log {0},Chi phí khiếu nại cho xe Log {0},
Expense Claim {0} already exists for the Vehicle Log,Chi phí khiếu nại {0} đã tồn tại cho Log xe,
Expense Claims,Claims Expense,
Expense Date,Ngày Chi phí,
Expense Proof,Bằng chứng chi phí,
Expense Taxes and Charges,Chi phí thuế và phí,
Expense Type,Loại phí,
Expenses,Chi phí,
Expire Allocation,Phân bổ hết hạn,
Expire Carry Forwarded Leaves (Days),Hết hạn mang theo lá chuyển tiếp (ngày),
Expired,Hết hạn,
Expired Leaves,Lá hết hạn,
Explanation,Giải trình,
Export,Xuất,
Failed,Thất bại,
Failure,Sự thất bại,
Feb,Tháng hai,
Feedback,Thông tin phản hồi,
Feedback Submitted,phản hồi được gửi,
Field Name,Tên trường,
Fill the form and save it,Điền vào mẫu và lưu nó,
Filter Based On,Bộ lọc dựa trên,
Filter List,Danh sách bộ lọc,
Filters,Bộ lọc,
First Check-in and Last Check-out,Nhận phòng lần đầu và Trả phòng lần cuối,
Fiscal Year,Năm tài chính,
Fiscal Year {0} not found,Năm tài chính {0} không tìm thấy,
Fleet Manager,Người quản lý đội xe,
Flexible Benefits,Lợi ích linh hoạt,
Flight,Chuyến bay,
Follow via Email,Theo qua email,
Food,Thực phẩm,
For Employee,Cho nhân viên,
Formula,Công thức,
Fortnightly,mổi tháng hai lần,
Fraction of Daily Salary for Half Day,Phần lương hàng ngày cho nửa ngày,
Frequency,Tần số,
Friday,Thứ sáu,
From,Từ,
From Amount,Từ số tiền,
From Date,Từ ngày,
From Date cannot be greater than To Date,"""Từ ngày"" không có thể lớn hơn ""Đến ngày""",
From Date {0} cannot be after employee's relieving Date {1},Từ ngày {0} không thể sau ngày giảm lương của nhân viên {1},
From Date {0} cannot be before employee's joining Date {1},Từ ngày {0} không thể trước ngày tham gia của nhân viên Ngày {1},
From Employee,Từ nhân viên,
From Time,Từ thời gian,
From User,Từ người dùng,
From date can not be less than employee's joining date,Từ ngày không thể nhỏ hơn ngày tham gia của nhân viên,
From date can not be less than employee's joining date.,Từ ngày không được ít hơn ngày gia nhập của nhân viên.,
Fuel Expense,Chi phí nhiên liệu,
Fuel Price,nhiên liệu Giá,
Fuel Qty,nhiên liệu Số lượng,
Full Name,Tên đầy đủ,
Full-time,Toàn thời gian,
Fully Sponsored,Hoàn toàn được tài trợ,
Funded Amount,Số tiền được tài trợ,
Future dates not allowed,Các ngày trong tương lai không được phép,
Gender,Giới Tính,
Geolocation,Vị trí địa lý,
Get Details From Declaration,Nhận thông tin chi tiết từ Tuyên bố,
Get Employees,Nhận nhân viên,
Get Template,Nhận Mẫu,
Gluten Free,Không chứa gluten,
Goal,Mục tiêu,
Goals,Mục tiêu,
Grade,Cấp,
Grand Total,Tổng cộng,
Green,Xanh,
Gross Pay,Tổng trả,
Group,Nhóm,
Group By,Nhóm theo,
HR,nhân sự,
HR Manager,Trưởng phòng Nhân sự,
HR Settings,Thiết lập nhân sự,
HR User,Người sử dụng nhân sự,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Half Day,Nửa ngày,
Half Day Date,Kỳ hạn nửa ngày,
Half Day Date is mandatory,Ngày nửa ngày là bắt buộc,
Half Day Date should be between From Date and To Date,"Kỳ hạn nửa ngày nên ở giữa mục ""từ ngày"" và ""tới ngày""",
Half Day Date should be in between Work From Date and Work End Date,Ngày Nửa Ngày phải ở giữa Ngày Làm Việc Từ Ngày và Ngày Kết Thúc Công Việc,
Half Yearly,Nửa năm,
Half day date should be in between from date and to date,Ngày nửa ngày phải ở giữa ngày và giờ,
Half-Yearly,Nửa năm,
Has Certificate,Có Chứng chỉ,
Health Insurance,Bảo hiểm y tế,
Health Insurance Name,Tên Bảo hiểm Y tế,
Health Insurance No,Bảo hiểm sức khoẻ số,
Health Insurance Provider,Nhà cung cấp Bảo hiểm Y tế,
Hello,xin chào,
Help,Trợ giúp,
Hiring Settings,Cài đặt tuyển dụng,
Hold,tổ chức,
Holiday,Kỳ nghỉ,
Holiday List,Danh sách kỳ nghỉ,
Holiday List for Optional Leave,Danh sách kỳ nghỉ cho nghỉ phép tùy chọn,
Holidays,Ngày lễ,
Home,Trang Chủ,
Hour Rate,Tỷ lệ giờ,
Hours,Giờ,
House rent paid days overlapping with {0},Tiền thuê nhà ngày trả chồng chéo với {0},
House rented dates required for exemption calculation,Ngày thuê nhà được yêu cầu để tính miễn thuế,
House rented dates should be atleast 15 days apart,Ngày thuê nhà nên cách nhau ít nhất 15 ngày,
IFSC,IFSC,
IFSC Code,Mã IFSC,
IN,TRONG,
Identification Document Number,Mã số chứng thực,
Identification Document Type,Loại tài liệu,
"If checked, hides and disables Rounded Total field in Salary Slips","Nếu được chọn, ẩn và vô hiệu hóa trường Tổng số được làm tròn trong Bảng lương",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Nếu được kiểm tra, toàn bộ số tiền sẽ được khấu trừ vào thu nhập chịu thuế trước khi tính thuế thu nhập mà không cần kê khai hoặc nộp chứng từ nào.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Nếu được kích hoạt, Tờ khai Miễn thuế sẽ được xem xét để tính thuế thu nhập.",
"If not checked, the list will have to be added to each Department where it has to be applied.","Nếu không kiểm tra, danh sách sẽ phải được thêm vào mỗi Bộ, nơi nó đã được áp dụng.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Nếu được chọn, giá trị được xác định hoặc tính trong thành phần này sẽ không đóng góp vào thu nhập hoặc khấu trừ. Tuy nhiên, giá trị của nó có thể được tham chiếu bởi các thành phần khác có thể được thêm vào hoặc khấu trừ.",
Import Attendance,Nhập khẩu tham dự,
Import Log,Nhập khẩu Đăng nhập,
Import Successful,Nhập khẩu thành công,
Importing {0} of {1},Nhập {0} trong số {1},
In Process,Trong quá trình,
In Progress,Trong tiến trình,
In Time,Đúng giờ,
Inactive,Không hoạt động,
Incentive Amount,Số tiền khuyến khích,
Incentives,Ưu đãi,
Include holidays in Total no. of Working Days,Bao gồm các ngày lễ trong Tổng số. của các ngày làm việc,
Include holidays within leaves as leaves,Bao gồm các ngày lễ trong các lần nghỉ như là các lần nghỉ,
Income Tax Amount,Số tiền thuế thu nhập,
Income Tax Component,Thành phần thuế thu nhập,
Income Tax Deductions,Các khoản khấu trừ thuế thu nhập,
Income Tax Slab,Bảng thuế thu nhập,
Income Tax Slab Other Charges,Thuế thu nhập Các khoản phí khác,
Income Tax Slab must be effective on or before Payroll Period Start Date: {0},Bảng kê khai thuế thu nhập phải có hiệu lực vào hoặc trước Ngày bắt đầu kỳ tính lương: {0},
Income Tax Slab not set in Salary Structure Assignment: {0},Bảng Thuế Thu nhập không được đặt trong Phân định Cơ cấu Tiền lương: {0},
Income Tax Slab: {0} is disabled,Bảng kê khai thuế thu nhập: {0} bị vô hiệu hóa,
Inspection,sự kiểm tra,
Interest,Quan tâm,
Interest Amount,Số tiền lãi,
Intermediate,Trung gian,
Intern,Thực tập,
International,Quốc tế,
Internet,Internet,
Introduction,Giới thiệu chung,
Invalid,không hợp lệ,
Invited,mời,
Invoice Ref,Tham chiếu hóa đơn,
Is Active,Là hoạt động,
Is Carry Forward,Được truyền thẳng về phía trước,
Is Compensatory,Là đền bù,
Is Default,Mặc định là,
Is Earned Leave,Được nghỉ phép,
Is Expired,Hết hạn,
Is Flexible Benefit,Lợi ích linh hoạt,
Is Group,Là nhóm,
Is Income Tax Component,Là thành phần thuế thu nhập,
Is Leave Without Pay,Là nghỉ không lương,
Is Mandatory,Bắt buộc,
Is Optional Leave,Là tùy chọn để lại,
Is Paid,Được thanh toán,
Is Recurring,Định kỳ,
Is Tax Applicable,Thuế có thể áp dụng,
Jan,tháng một,
Job Applicant,Nộp đơn công việc,
Job Applicant Source,Nguồn ứng viên công việc,
Job Description,Mô tả công việc,
Job Offer,Tuyển dụng,
Job Offer Term,Thời hạn Cung cấp việc làm,
Job Offer Terms,Điều khoản của việc làm,
Job Offer status,Trạng thái mời làm việc,
Job Offer: {0} is already for Job Applicant: {1},Đề nghị Việc làm: {0} đã dành cho Người xin việc: {1},
Job Opening,Cơ hội nghề nghiệp,
Job Title,Chức vụ,
"Job profile, qualifications required etc.","Hồ sơ công việc, trình độ chuyên môn cần thiết vv",
Joining Date,Ngày tham gia,
Journal Entry,Bút toán nhật ký,
July,Tháng 7,
June,Tháng 6,
KRA,KRA,
Key Performance Area,Khu vực thực hiện chính,
Key Responsibility Area,Trách nhiệm chính,
Keyboard Shortcuts,Các phím tắt bàn phím,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,Được biết đến lần cuối Đồng bộ hóa thành công của nhân viên. Chỉ đặt lại điều này nếu bạn chắc chắn rằng tất cả Nhật ký được đồng bộ hóa từ tất cả các vị trí. Vui lòng không sửa đổi điều này nếu bạn không chắc chắn.,
Last Name,Tên,
Last Sync of Checkin,Đồng bộ hóa lần cuối của Checkin,
Late Entry,Vào trễ,
Late Entry Grace Period,Thời gian ân hạn muộn,
Latitude,Latitude,
Leave,Rời khỏi,
Leave Allocation,Phân bổ lại,
Leave Allocations,Để lại phân bổ,
Leave Application,Để lại ứng dụng,
Leave Approval Notification,Để lại thông báo phê duyệt,
Leave Approval Notification Template,Để lại mẫu thông báo phê duyệt,
Leave Approver,Để phê duyệt,
